timestamp,trade_id,pair,timeframe,decision,signal_score,pattern_detected,price,ema,rsi,ema_conf,tf_signal,atr,triangle_active,reversal_candle,near_support,near_resistance,support_level,resistance_level,htf_signal,result,profit_loss,expiry_time,notes
2025-12-06 21:00:17,a8c80a2a,USDMXN_otc,M5,BUY,0.7338297097020289,EMA Pullback,19.036,19.02198661205534,,1,,,,,,,,,,LOSS,-1.0,300,ML_prob=73.38%
2025-12-06 21:06:11,7f07f06b,GBPUSD_otc,M1,SELL,0.6114990593283928,EMA Pullback,1.29179,1.292159958862938,,-1,,,,,,,,,,LOSS,-1.0,60,ML_prob=61.15%
2025-12-06 21:12:10,ced8eaa3,GBPUSD_otc,M1,SELL,0.6114990593283928,EMA Pullback,1.29143,1.291548624626763,,-1,,,,,,,,,,LOSS,-1.0,60,ML_prob=61.15%
2025-12-06 21:14:05,d348bde4,GBPUSD_otc,M1,SELL,0.6114990593283928,EMA Pullback,1.2911,1.291430155638415,,-1,,,,,,,,,,WIN,0.8300000000000018,60,ML_prob=61.15%
2025-12-06 21:21:01,3c4e566e,GBPUSD_otc,M1,SELL,0.6114990593283928,EMA Pullback,1.29171,1.291864797962301,,-1,,,,,,,,,,WIN,0.9199999999999982,60,ML_prob=61.15%
2025-12-06 21:25:03,6333b57e,GBPUSD_otc,M1,SELL,0.6114990593283928,EMA Pullback,1.29197,1.2920254960993105,,-1,,,,,,,,,,LOSS,-1.0,60,ML_prob=61.15%
2025-12-06 21:51:07,bd5320f1,GBPUSD_otc,M1,SELL,0.6114990593283928,EMA Pullback,1.29068,1.2911782721766023,,-1,,,,,,,,,,LOSS,-1.0,60,ML_prob=61.15%
2025-12-06 21:53:01,ecc956d1,GBPUSD_otc,M1,SELL,0.6114990593283928,EMA Pullback,1.29086,1.291095744896957,,-1,,,,,,,,,,WIN,0.870000000000001,60,ML_prob=61.15%
2025-12-06 22:01:06,b6708ba4,GBPUSD_otc,M1,SELL,0.6114990593283928,EMA Pullback,1.28983,1.290224119363641,,-1,,,,,,,,,,LOSS,-1.0,60,ML_prob=61.15%
2025-12-06 22:09:05,a43a7cef,GBPUSD_otc,M1,SELL,0.6114990593283928,EMA Pullback,1.29067,1.290892173602528,,-1,,,,,,,,,,WIN,0.7800000000000011,60,ML_prob=61.15%
2025-12-06 22:25:11,028ec086,GBPUSD_otc,M1,SELL,0.6114990593283928,EMA Pullback,1.28894,1.2894764691531544,,-1,,,,,,,,,,WIN,0.7099999999999973,60,ML_prob=61.15%
2025-12-06 22:27:06,f7e0da1b,GBPUSD_otc,M1,SELL,0.6114990593283928,EMA Pullback,1.28906,1.2894121850432705,,-1,,,,,,,,,,WIN,0.5700000000000003,60,ML_prob=61.15%
2025-12-06 22:30:01,d00b322f,USDMXN_otc,M1,BUY,0.6523257018616809,EMA Pullback,19.0354,19.03065720587573,,1,,,,,,,,,,WIN,0.9200000000000016,60,ML_prob=65.23%
2025-12-06 22:35:07,51df858a,USDMXN_otc,M1,BUY,0.6546590351950142,EMA Pullback,19.0499,19.034229722080287,,1,,,,,,,,,,WIN,0.9199999999999982,60,ML_prob=65.47%
2025-12-06 22:36:18,a26a3aea,USDMXN_otc,M5,BUY,0.7361630430353624,EMA Pullback,19.0734,19.02790667410624,,1,,,,,,,,,,WIN,0.9200000000000016,300,ML_prob=73.62%
2025-12-06 22:51:00,4137b143,USDMXN_otc,M1,BUY,0.6546590351950142,EMA Pullback,19.0561,19.05565707621034,,1,,,,,,,,,,WIN,0.9199999999999982,60,ML_prob=65.47%
2025-12-06 22:55:06,704b3182,USDMXN_otc,M1,BUY,0.6546590351950142,EMA Pullback,19.0639,19.05594413046505,,1,,,,,,,,,,WIN,0.9200000000000016,60,ML_prob=65.47%
2025-12-06 23:00:09,613381f3,USDMXN_otc,M1,BUY,0.6546590351950142,EMA Pullback,19.0682,19.06271807821838,,1,,,,,,,,,,LOSS,-1.0,60,ML_prob=65.47%
