timestamp,trade_id,pair,timeframe,decision,signal_score,pattern_detected,price,ema,rsi,ema_conf,tf_signal,atr,triangle_active,reversal_candle,near_support,near_resistance,support_level,resistance_level,htf_signal,result,profit_loss,expiry_time,notes
2025-12-03 04:29:10,60b408f7,AUDCAD_otc,M1,SELL,0.6530757537339343,EMA Pullback,0.83404,0.834518454754115,,-1,,,,,,,,,,WIN,0.9199999999999946,60,ML_prob=65.31%
2025-12-03 05:02:07,d0e9154c,AUDUSD_otc,M1,SELL,0.6530757537339343,EMA Pullback,0.65882,0.6589770431779374,,-1,,,,,,,,,,LOSS,-1.0,60,ML_prob=65.31%
2025-12-03 05:04:02,3e2b8581,AUDUSD_otc,M1,SELL,0.6530757537339343,EMA Pullback,0.65884,0.6589453717990068,,-1,,,,,,,,,,LOSS,-1.0,60,ML_prob=65.31%
2025-12-03 05:09:02,8122ead8,AUDUSD_otc,M1,SELL,0.6530757537339343,EMA Pullback,0.65875,0.6588386943695362,,-1,,,,,,,,,,WIN,0.9000000000000057,60,ML_prob=65.31%
2025-12-03 05:10:11,0cf74e43,AUDUSD_otc,M1,SELL,0.6530757537339343,EMA Pullback,0.65843,0.658747873398524,,-1,,,,,,,,,,LOSS,-1.0,60,ML_prob=65.31%
2025-12-03 05:44:06,b8228b7b,AUDCAD_otc,M1,SELL,0.6530757537339343,EMA Pullback,0.83351,0.833551867288068,,-1,,,,,,,,,,LOSS,-1.0,60,ML_prob=65.31%
2025-12-03 05:48:09,e86d7b50,AUDCAD_otc,M1,SELL,0.6530757537339343,EMA Pullback,0.83379,0.8340478087728267,,-1,,,,,,,,,,WIN,0.8799999999999955,60,ML_prob=65.31%
2025-12-03 05:51:03,6620821a,AUDCAD_otc,M1,SELL,0.6530757537339343,EMA Pullback,0.83318,0.8337523160618425,,-1,,,,,,,,,,WIN,0.9200000000000016,60,ML_prob=65.31%
2025-12-03 06:03:08,feefd8f7,AUDCAD_otc,M1,SELL,0.6530757537339343,EMA Pullback,0.83252,0.8328969444640153,,-1,,,,,,,,,,WIN,0.9200000000000016,60,ML_prob=65.31%
2025-12-03 07:03:01,c6bf33af,AUDUSD_otc,M1,SELL,0.6530757537339343,EMA Pullback,0.66039,0.6603909964607313,,-1,,,,,,,,,,LOSS,-1.0,60,ML_prob=65.31%
2025-12-03 07:05:08,e5a6fa15,AUDUSD_otc,M1,SELL,0.6530757537339343,EMA Pullback,0.66039,0.6604113435379765,,-1,,,,,,,,,,LOSS,-1.0,60,ML_prob=65.31%
2025-12-03 07:15:09,7de83626,AUDUSD_otc,M1,SELL,0.6530757537339343,EMA Pullback,0.66038,0.660607803373258,,-1,,,,,,,,,,WIN,0.7299999999999969,60,ML_prob=65.31%
2025-12-03 07:34:09,6e17d4ec,AUDCAD_otc,M1,SELL,0.6530757537339343,EMA Pullback,0.8333,0.8345829386412543,,-1,,,,,,,,,,LOSS,-1.0,60,ML_prob=65.31%
2025-12-03 07:36:04,cd90bb50,AUDUSD_otc,M1,SELL,0.6530757537339343,EMA Pullback,0.65883,0.6588535355495189,,-1,,,,,,,,,,WIN,0.8100000000000023,60,ML_prob=65.31%
2025-12-03 07:37:13,6417ea99,AUDUSD_otc,M1,SELL,0.6530757537339343,EMA Pullback,0.65865,0.6588083054274001,,-1,,,,,,,,,,WIN,0.8099999999999952,60,ML_prob=65.31%
2025-12-03 07:39:10,f0d05d48,AUDCAD_otc,M1,SELL,0.6530757537339343,EMA Pullback,0.83318,0.8338287545893139,,-1,,,,,,,,,,LOSS,-1.0,60,ML_prob=65.31%
2025-12-03 07:42:03,f083812b,AUDUSD_otc,M1,SELL,0.6530757537339343,EMA Pullback,0.65857,0.6587208790888675,,-1,,,,,,,,,,LOSS,-1.0,60,ML_prob=65.31%
2025-12-03 09:48:03,09f9e68b,AUDUSD_otc,M1,SELL,0.6530757537339343,EMA Pullback,0.6616,0.6618002097341961,,-1,,,,,,,,,,WIN,0.7900000000000063,60,ML_prob=65.31%
2025-12-03 09:51:08,186f3e9a,AUDUSD_otc,M1,SELL,0.6530757537339343,EMA Pullback,0.66152,0.6617605376390028,,-1,,,,,,,,,,WIN,0.8099999999999952,60,ML_prob=65.31%
2025-12-03 11:00:02,449a0915,USDMXN_otc,M5,BUY,0.6374371894814547,EMA Pullback,18.5696,18.536586879356367,,1,,,,,,,,,,WIN,0.740000000000002,300,ML_prob=63.74%
2025-12-03 11:13:06,3640a4ef,AUDUSD_otc,M1,SELL,0.6530757537339343,EMA Pullback,0.66209,0.6621585120812077,,-1,,,,,,,,,,LOSS,-1.0,60,ML_prob=65.31%
2025-12-03 11:20:07,041c455e,USDMXN_otc,M5,BUY,0.6374371894814547,EMA Pullback,18.5798,18.56302891286869,,1,,,,,,,,,,LOSS,-1.0,300,ML_prob=63.74%
