id,open,close,high,low,volume,time
1650,1.085,1.08606,1.08715,1.08391,5882,1763975039
1649,1.08606,1.08805,1.08914,1.08498,5999,1763975339
1648,1.08805,1.08941,1.0905,1.08696,7338,1763975639
1647,1.08941,1.09143,1.09253,1.08832,15396,1763975939
1646,1.09143,1.09224,1.09334,1.09034,11907,1763976239
1645,1.09224,1.09301,1.0941,1.09115,5435,1763976539
1644,1.09301,1.09387,1.09496,1.09192,8886,1763976839
1643,1.09387,1.09563,1.09672,1.09277,11655,1763977139
1642,1.09563,1.09735,1.09845,1.09453,8366,1763977439
1641,1.09735,1.09852,1.09961,1.09625,6384,1763977739
1640,1.09852,1.09914,1.10024,1.09742,8403,1763978039
1639,1.09914,1.10073,1.10183,1.09804,5065,1763978339
1638,1.10073,1.10128,1.10238,1.09963,17556,1763978639
1637,1.10128,1.102,1.1031,1.10018,7777,1763978939
1636,1.102,1.10372,1.10482,1.1009,15577,1763979239
1635,1.10372,1.10527,1.10638,1.10261,6192,1763979539
1634,1.10527,1.10618,1.10728,1.10417,9178,1763979839
1633,1.10618,1.10735,1.10846,1.10507,8017,1763980139
1632,1.10735,1.10811,1.10922,1.10624,14029,1763980439
1631,1.10811,1.10872,1.10983,1.10701,13220,1763980739
1630,1.10872,1.10971,1.11082,1.10761,7086,1763981039
1629,1.10971,1.11156,1.11267,1.1086,5483,1763981339
1628,1.11156,1.11296,1.11407,1.11045,16945,1763981639
1627,1.11296,1.11511,1.11622,1.11185,18978,1763981939
1626,1.11511,1.11612,1.11724,1.11399,14826,1763982239
1625,1.11612,1.1182,1.11932,1.11501,9229,1763982539
1624,1.1182,1.11995,1.12107,1.11708,11309,1763982839
1623,1.11995,1.12181,1.12293,1.11883,18929,1763983139
1622,1.12181,1.12247,1.12359,1.12069,8878,1763983439
1621,1.12247,1.12365,1.12477,1.12134,7354,1763983739
1620,1.12365,1.12482,1.12594,1.12252,19122,1763984039
1619,1.12482,1.1257,1.12683,1.12369,11075,1763984339
1618,1.1257,1.1268,1.12793,1.12457,13467,1763984639
1617,1.1268,1.12866,1.12979,1.12568,15253,1763984939
1616,1.12866,1.1293,1.13043,1.12753,7315,1763985239
1615,1.1293,1.13042,1.13155,1.12817,14255,1763985539
1614,1.13042,1.13237,1.1335,1.12929,15229,1763985839
1613,1.13237,1.13375,1.13489,1.13124,9112,1763986139
1612,1.13375,1.13537,1.13651,1.13262,18695,1763986439
1611,1.13537,1.13669,1.13783,1.13423,10915,1763986739
1610,1.13669,1.13838,1.13951,1.13555,10159,1763987039
1609,1.13838,1.14018,1.14132,1.13724,11059,1763987339
1608,1.14018,1.1414,1.14254,1.13904,13042,1763987639
1607,1.1414,1.14333,1.14448,1.14025,18297,1763987939
1606,1.14333,1.14538,1.14652,1.14219,8225,1763988239
1605,1.14538,1.14611,1.14725,1.14423,10406,1763988539
1604,1.14611,1.14759,1.14873,1.14496,16384,1763988839
1603,1.14759,1.14892,1.15007,1.14644,8887,1763989139
1602,1.14892,1.15001,1.15116,1.14777,13090,1763989439
1601,1.15001,1.15177,1.15292,1.14886,19957,1763989739
1600,1.15177,1.15405,1.15521,1.15062,5202,1763990039
1599,1.15405,1.15542,1.15658,1.1529,6932,1763990339
1598,1.15542,1.15654,1.15769,1.15427,11899,1763990639
1597,1.15654,1.15806,1.15922,1.15538,11612,1763990939
1596,1.15806,1.15868,1.15983,1.1569,7880,1763991239
1595,1.15868,1.16015,1.16131,1.15752,10798,1763991539
1594,1.16015,1.16076,1.16192,1.15899,16845,1763991839
1593,1.16076,1.16169,1.16285,1.1596,6600,1763992139
1592,1.16169,1.16279,1.16396,1.16053,18130,1763992439
1591,1.16279,1.16428,1.16544,1.16163,6219,1763992739
1590,1.16428,1.16571,1.16687,1.16312,19954,1763993039
1589,1.16571,1.16779,1.16896,1.16454,16704,1763993339
1588,1.16779,1.17,1.17117,1.16662,8154,1763993639
1587,1.17,1.17181,1.17298,1.16883,5029,1763993939
1586,1.17181,1.17389,1.17506,1.17064,11885,1763994239
1585,1.17389,1.17586,1.17703,1.17271,9755,1763994539
1584,1.17586,1.17695,1.17813,1.17468,10260,1763994839
1583,1.17695,1.17835,1.17953,1.17577,9492,1763995139
1582,1.17835,1.17949,1.18067,1.17717,17668,1763995439
1581,1.17949,1.1802,1.18138,1.17831,18519,1763995739
1580,1.1802,1.18172,1.18291,1.17902,11782,1763996039
1579,1.18172,1.18322,1.1844,1.18054,10354,1763996339
1578,1.18322,1.18389,1.18508,1.18203,11954,1763996639
1577,1.18389,1.18517,1.18635,1.18271,12456,1763996939
1576,1.18517,1.18657,1.18776,1.18398,13528,1763997239
1575,1.18657,1.18771,1.1889,1.18538,11873,1763997539
1574,1.18771,1.18918,1.19037,1.18652,5551,1763997839
1573,1.18918,1.18981,1.191,1.188,19643,1763998139
1572,1.18981,1.19211,1.1933,1.18862,8093,1763998439
1571,1.19211,1.19427,1.19547,1.19092,9893,1763998739
1570,1.19427,1.1955,1.1967,1.19308,19011,1763999039
1569,1.1955,1.19651,1.19771,1.1943,15662,1763999339
