id,open,close,high,low,volume,time
1650,150.5,150.60652,150.75713,150.3495,9659,1763975039
1649,150.60652,150.89707,151.04797,150.45591,7458,1763975339
1648,150.89707,150.99391,151.1449,150.74618,8960,1763975639
1647,150.99391,151.27918,151.43046,150.84291,11520,1763975939
1646,151.27918,151.46971,151.62118,151.1279,19520,1763976239
1645,151.46971,151.73253,151.88426,151.31824,14228,1763976539
1644,151.73253,151.85344,152.0053,151.58079,16664,1763976839
1643,151.85344,151.96979,152.12176,151.70159,8973,1763977139
1642,151.96979,152.10054,152.25264,151.81782,9536,1763977439
1641,152.10054,152.3378,152.49014,151.94844,15105,1763977739
1640,152.3378,152.47605,152.62852,152.18547,5435,1763978039
1639,152.47605,152.76233,152.91509,152.32357,19877,1763978339
1638,152.76233,152.93399,153.08692,152.60957,6304,1763978639
1637,152.93399,153.14299,153.29613,152.78105,7692,1763978939
1636,153.14299,153.26227,153.41553,152.98985,17283,1763979239
1635,153.26227,153.36398,153.51734,153.10901,18711,1763979539
1634,153.36398,153.51107,153.66458,153.21061,9986,1763979839
1633,153.51107,153.60499,153.7586,153.35756,9153,1763980139
1632,153.60499,153.84034,153.99418,153.45139,15224,1763980439
1631,153.84034,154.09678,154.25088,153.6865,15205,1763980739
1630,154.09678,154.23353,154.38776,153.94268,6221,1763981039
1629,154.23353,154.51924,154.67376,154.07929,5814,1763981339
1628,154.51924,154.62568,154.7803,154.36472,12648,1763981639
1627,154.62568,154.72066,154.87538,154.47105,5347,1763981939
1626,154.72066,154.87167,155.02654,154.56594,8011,1763982239
1625,154.87167,155.08277,155.23786,154.7168,12046,1763982539
1624,155.08277,155.28434,155.43963,154.92769,7929,1763982839
1623,155.28434,155.55771,155.71327,155.12906,6656,1763983139
1622,155.55771,155.8676,156.02347,155.40216,7210,1763983439
1621,155.8676,156.00283,156.15883,155.71174,12934,1763983739
1620,156.00283,156.29889,156.45519,155.84683,10054,1763984039
1619,156.29889,156.49029,156.64678,156.14259,8134,1763984339
1618,156.49029,156.74911,156.90585,156.3338,13962,1763984639
1617,156.74911,156.99538,157.15238,156.59236,18084,1763984939
1616,156.99538,157.21721,157.37443,156.83839,8319,1763985239
1615,157.21721,157.30384,157.46114,157.06,8964,1763985539
1614,157.30384,157.55025,157.7078,157.14653,12887,1763985839
1613,157.55025,157.7246,157.88232,157.39269,17481,1763986139
1612,157.7246,157.82986,157.98769,157.56687,11887,1763986439
1611,157.82986,157.97118,158.12915,157.67203,11273,1763986739
1610,157.97118,158.23106,158.38929,157.81321,5170,1763987039
1609,158.23106,158.32369,158.48201,158.07283,12832,1763987339
1608,158.32369,158.51401,158.67252,158.16536,18593,1763987639
1607,158.51401,158.60894,158.76755,158.35549,18253,1763987939
1606,158.60894,158.80049,158.9593,158.45033,9857,1763988239
1605,158.80049,159.10256,159.26167,158.64169,5776,1763988539
