id,open,close,high,low,volume,time
1650,1.27,1.26881,1.27127,1.26754,8227,1763975039
1649,1.26881,1.26774,1.27008,1.26648,13286,1763975339
1648,1.26774,1.26672,1.26901,1.26545,16511,1763975639
1647,1.26672,1.26547,1.26799,1.2642,5908,1763975939
1646,1.26547,1.26311,1.26673,1.26185,7595,1763976239
1645,1.26311,1.26221,1.26438,1.26095,5640,1763976539
1644,1.26221,1.26112,1.26348,1.25986,5534,1763976839
1643,1.26112,1.259,1.26238,1.25774,5968,1763977139
1642,1.259,1.257,1.26026,1.25574,9595,1763977439
1641,1.257,1.25557,1.25826,1.25432,19814,1763977739
1640,1.25557,1.25343,1.25683,1.25217,9844,1763978039
1639,1.25343,1.25106,1.25468,1.24981,13081,1763978339
1638,1.25106,1.25021,1.25231,1.24896,5326,1763978639
1637,1.25021,1.24812,1.25146,1.24687,14050,1763978939
1636,1.24812,1.24698,1.24937,1.24573,9629,1763979239
1635,1.24698,1.24615,1.24823,1.24491,7712,1763979539
1634,1.24615,1.24397,1.2474,1.24272,19760,1763979839
1633,1.24397,1.24311,1.24521,1.24186,7728,1763980139
1632,1.24311,1.24194,1.24435,1.2407,12804,1763980439
1631,1.24194,1.24075,1.24318,1.2395,7602,1763980739
1630,1.24075,1.23987,1.24199,1.23863,7922,1763981039
1629,1.23987,1.238,1.24111,1.23676,16381,1763981339
1628,1.238,1.23722,1.23924,1.23598,6676,1763981639
1627,1.23722,1.2353,1.23846,1.23406,9280,1763981939
1626,1.2353,1.23456,1.23653,1.23332,9691,1763982239
1625,1.23456,1.23247,1.23579,1.23124,9878,1763982539
1624,1.23247,1.23012,1.2337,1.22889,5444,1763982839
1623,1.23012,1.22941,1.23135,1.22818,9260,1763983139
1622,1.22941,1.22761,1.23064,1.22638,8759,1763983439
1621,1.22761,1.22634,1.22884,1.22512,14054,1763983739
1620,1.22634,1.22508,1.22757,1.22386,18628,1763984039
1619,1.22508,1.22398,1.22631,1.22276,19422,1763984339
1618,1.22398,1.22171,1.2252,1.22049,17973,1763984639
1617,1.22171,1.22082,1.22293,1.2196,7362,1763984939
1616,1.22082,1.22011,1.22204,1.21889,16068,1763985239
1615,1.22011,1.21932,1.22133,1.21811,12845,1763985539
1614,1.21932,1.21827,1.22054,1.21705,10263,1763985839
